timestamp,BTC,ETH,SOL,DOGE,ADA
2025-05-14T01:44:17.844388,103983,2705.72,184.02,0.241003,0.83013
2025-05-14T01:44:37.917736,103983,2705.72,184.02,0.241003,0.83013
2025-05-14T01:49:12.193149,103978,2708.78,183.85,0.241019,0.830413
